"query","size","variant","run","temp","query_duration_ms","read_rows","read_bytes","cpu_us"
"Q5","10m","v1_default","4","cold",12,2498560,22124465,67694
"Q5","10m","v1_default","4","warm",13,2498560,22124465,72467
"Q5","10m","v1_default","5","cold",12,2498560,22124465,70093
"Q5","10m","v1_default","5","warm",11,2498560,22124465,67327
"Q5","10m","v2_zstd","1","cold",35,4014080,23492057,141269
"Q5","10m","v2_zstd","1","warm",16,2564096,22190040,93125
"Q5","10m","v2_zstd","2","cold",16,2498560,22124465,97156
"Q5","10m","v2_zstd","2","warm",15,2498560,22124465,94022
"Q5","10m","v2_zstd","3","cold",15,2498560,22124465,96298
"Q5","10m","v2_zstd","3","warm",15,2498560,22124465,94772
"Q5","10m","v2_zstd","4","cold",14,2498560,22124465,93651
"Q5","10m","v2_zstd","4","warm",14,2498560,22124465,92880
"Q5","10m","v2_zstd","5","cold",16,2498560,22124465,97377
"Q5","10m","v2_zstd","5","warm",14,2498560,22124465,86511
"Q5","10m","v3_percolumn","1","cold",31,4014080,23492057,147000
"Q5","10m","v3_percolumn","1","warm",17,2564096,22190040,113332
"Q5","10m","v3_percolumn","2","cold",17,2498560,22124465,108699
"Q5","10m","v3_percolumn","2","warm",17,2498560,22124465,114150
"Q5","10m","v3_percolumn","3","cold",16,2498560,22124465,97218
"Q5","10m","v3_percolumn","3","warm",17,2498560,22124465,115201
"Q5","10m","v3_percolumn","4","cold",18,2498560,22124465,117504
"Q5","10m","v3_percolumn","4","warm",16,2498560,22124465,104248
"Q5","10m","v3_percolumn","5","cold",17,2498560,22124465,117553
"Q5","10m","v3_percolumn","5","warm",17,2498560,22124465,114974
"Q5","10m","v4_percolumn_zstd","1","cold",41,4014080,23492057,208797
"Q5","10m","v4_percolumn_zstd","1","warm",19,2564096,22190040,132210
"Q5","10m","v4_percolumn_zstd","2","cold",19,2498560,22124465,135170
"Q5","10m","v4_percolumn_zstd","2","warm",18,2498560,22124465,138257
"Q5","10m","v4_percolumn_zstd","3","cold",19,2498560,22124465,136113
"Q5","10m","v4_percolumn_zstd","3","warm",21,2498560,22124465,146613
"Q5","10m","v4_percolumn_zstd","4","cold",19,2498560,22124465,138379
"Q5","10m","v4_percolumn_zstd","4","warm",20,2498560,22124465,130559
"Q5","10m","v4_percolumn_zstd","5","cold",19,2498560,22124465,140437
"Q5","10m","v4_percolumn_zstd","5","warm",21,2498560,22124465,139004
"Q5","10m","v5_aggressive","1","cold",40,4014080,23492057,193239
"Q5","10m","v5_aggressive","1","warm",21,2564096,22190040,141827
"Q5","10m","v5_aggressive","2","cold",19,2498560,22124465,134982
"Q5","10m","v5_aggressive","2","warm",20,2498560,22124465,145659
"Q5","10m","v5_aggressive","3","cold",18,2498560,22124465,135097
"Q5","10m","v5_aggressive","3","warm",21,2498560,22124465,143537
"Q5","10m","v5_aggressive","4","cold",22,2498560,22124465,143812
"Q5","10m","v5_aggressive","4","warm",20,2498560,22124465,135161
"Q5","10m","v5_aggressive","5","cold",19,2498560,22124465,141380
"Q5","10m","v5_aggressive","5","warm",18,2498560,22124465,141398
"Q5","1m","v1_default","1","cold",13,409600,3324288,24144
"Q5","1m","v1_default","1","warm",8,409600,3324288,18263
"Q5","1m","v1_default","2","cold",8,409600,3324288,18308
"Q5","1m","v1_default","2","warm",8,409600,3324288,17749
"Q5","1m","v1_default","3","cold",8,409600,3324288,17965
"Q5","1m","v1_default","3","warm",7,409600,3324288,17874
"Q5","1m","v1_default","4","cold",7,409600,3324288,18065
"Q5","1m","v1_default","4","warm",7,409600,3324288,17027
"Q5","1m","v1_default","5","cold",8,409600,3324288,19226
"Q5","1m","v1_default","5","warm",7,409600,3324288,17179
"Q5","1m","v2_zstd","1","cold",14,409600,3324288,28592
"Q5","1m","v2_zstd","1","warm",9,409600,3324288,23070
"Q5","1m","v2_zstd","2","cold",8,409600,3324288,20963
"Q5","1m","v2_zstd","2","warm",8,409600,3324288,20635
"Q5","1m","v2_zstd","3","cold",8,409600,3324288,20457
"Q5","1m","v2_zstd","3","warm",9,409600,3324288,20745
"Q5","1m","v2_zstd","4","cold",8,409600,3324288,20024
"Q5","1m","v2_zstd","4","warm",9,409600,3324288,21881
"Q5","1m","v2_zstd","5","cold",10,409600,3324288,24490
"Q5","1m","v2_zstd","5","warm",9,409600,3324288,21305
"Q5","1m","v3_percolumn","1","cold",14,409600,3324288,31135
"Q5","1m","v3_percolumn","1","warm",9,409600,3324288,21935
"Q5","1m","v3_percolumn","2","cold",8,409600,3324288,22650
"Q5","1m","v3_percolumn","2","warm",9,409600,3324288,23750
"Q5","1m","v3_percolumn","3","cold",9,409600,3324288,24138
"Q5","1m","v3_percolumn","3","warm",10,409600,3324288,22523
"Q5","1m","v3_percolumn","4","cold",9,409600,3324288,25020
"Q5","1m","v3_percolumn","4","warm",10,409600,3324288,23265
"Q5","1m","v3_percolumn","5","cold",10,409600,3324288,25004
"Q5","1m","v3_percolumn","5","warm",9,409600,3324288,22301
"Q5","1m","v4_percolumn_zstd","1","cold",17,409600,3324288,35321
"Q5","1m","v4_percolumn_zstd","1","warm",10,409600,3324288,24757
"Q5","1m","v4_percolumn_zstd","2","cold",14,409600,3324288,25952
"Q5","1m","v4_percolumn_zstd","2","warm",10,409600,3324288,27898
"Q5","1m","v4_percolumn_zstd","3","cold",10,409600,3324288,28367
"Q5","1m","v4_percolumn_zstd","3","warm",10,409600,3324288,28005
"Q5","1m","v4_percolumn_zstd","4","cold",10,409600,3324288,27904
"Q5","1m","v4_percolumn_zstd","4","warm",11,409600,3324288,27218
"Q5","1m","v4_percolumn_zstd","5","cold",9,409600,3324288,26035
"Q5","1m","v4_percolumn_zstd","5","warm",10,409600,3324288,27613
"Q5","1m","v5_aggressive","1","cold",16,409600,3324288,32217
"Q5","1m","v5_aggressive","1","warm",10,409600,3324288,26836
"Q5","1m","v5_aggressive","2","cold",10,409600,3324288,25051
"Q5","1m","v5_aggressive","2","warm",10,409600,3324288,27237
"Q5","1m","v5_aggressive","3","cold",11,409600,3324288,28603
"Q5","1m","v5_aggressive","3","warm",11,409600,3324288,27093
"Q5","1m","v5_aggressive","4","cold",9,409600,3324288,24851
"Q5","1m","v5_aggressive","4","warm",10,409600,3324288,26126
"Q5","1m","v5_aggressive","5","cold",10,409600,3324288,25589
"Q5","1m","v5_aggressive","5","warm",9,409600,3324288,24375
"Q5","500m","v1_default","1","cold",739,200015872,1101599196,4544290
"Q5","500m","v1_default","1","warm",256,100450304,1002266221,2456338
"Q5","500m","v1_default","2","cold",244,100450304,1002266221,2497964
"Q5","500m","v1_default","2","warm",244,100450304,1002266221,2512375
"Q5","500m","v1_default","3","cold",262,100450304,1002266221,2626535
"Q5","500m","v1_default","3","warm",270,100450304,1002266221,2607607
"Q5","500m","v1_default","4","cold",237,100450304,1002266221,2439528
"Q5","500m","v1_default","4","warm",247,100450304,1002266221,2490586
"Q5","500m","v1_default","5","cold",268,100450304,1002266221,2511381
"Q5","500m","v1_default","5","warm",262,100450304,1002266221,2358198
"Q5","500m","v2_zstd","1","cold",919,200015872,1101599196,6582746
"Q5","500m","v2_zstd","1","warm",351,100450304,1002266221,3542962
"Q5","500m","v2_zstd","2","cold",519,100450304,1002266221,4554174
"Q5","500m","v2_zstd","2","warm",318,100450304,1002266221,3535024
"Q5","500m","v2_zstd","3","cold",301,100450304,1002266221,3486092
"Q5","500m","v2_zstd","3","warm",298,100450304,1002266221,3466566
"Q5","500m","v2_zstd","4","cold",307,100450304,1002266221,3624496
"Q5","500m","v2_zstd","4","warm",293,100450304,1002266221,3463742
"Q5","500m","v2_zstd","5","cold",315,100450304,1002266221,3577503
"Q5","500m","v2_zstd","5","warm",312,100450304,1002266221,3604565
"Q5","500m","v3_percolumn","1","cold",694,200040448,1103605998,6207850
"Q5","500m","v3_percolumn","1","warm",335,101023744,1004911607,4294439
"Q5","500m","v3_percolumn","2","cold",313,101023744,1004911607,4012223
"Q5","500m","v3_percolumn","2","warm",324,101023744,1004911607,4184663
"Q5","500m","v3_percolumn","3","cold",341,101023744,1004911607,4390359
"Q5","500m","v3_percolumn","3","warm",342,101023744,1004911607,4308311
"Q5","500m","v3_percolumn","4","cold",302,101023744,1004911607,4016151
"Q5","500m","v3_percolumn","4","warm",307,101023744,1004911607,4103548
"Q5","500m","v3_percolumn","5","cold",332,101023744,1004911607,4481358
"Q5","500m","v3_percolumn","5","warm",387,101023744,1004911607,5016130
"Q5","500m","v4_percolumn_zstd","1","cold",697,200040448,1103125653,7160573
"Q5","500m","v4_percolumn_zstd","1","warm",400,101064704,1003771629,5440350
"Q5","500m","v4_percolumn_zstd","2","cold",392,100933632,1004429365,5243290
"Q5","500m","v4_percolumn_zstd","2","warm",411,100933632,1004429365,5639019
"Q5","500m","v4_percolumn_zstd","3","cold",403,100933632,1004429365,5175253
"Q5","500m","v4_percolumn_zstd","3","warm",396,100933632,1004429365,5442095
"Q5","500m","v4_percolumn_zstd","4","cold",398,100933632,1004429365,5475817
"Q5","500m","v4_percolumn_zstd","4","warm",380,100933632,1004429365,5052716
"Q5","500m","v4_percolumn_zstd","5","cold",384,100933632,1004429365,5302942
"Q5","500m","v4_percolumn_zstd","5","warm",387,100933632,1004429365,5349043
"Q5","500m","v5_aggressive","1","cold",657,200081408,1102203152,6903865
"Q5","500m","v5_aggressive","1","warm",382,101097472,1003290405,5313165
"Q5","500m","v5_aggressive","2","cold",381,100966400,1003142700,5304531
"Q5","500m","v5_aggressive","2","warm",373,100900864,1003471680,5204645
"Q5","500m","v5_aggressive","3","cold",379,100835328,1003406105,5177935
"Q5","500m","v5_aggressive","3","warm",365,100835328,1003406105,5075167
"Q5","500m","v5_aggressive","4","cold",351,100835328,1003406105,4875219
"Q5","500m","v5_aggressive","4","warm",376,100835328,1003406105,5192491
"Q5","500m","v5_aggressive","5","cold",364,100835328,1003406105,5072069
"Q5","500m","v5_aggressive","5","warm",384,100835328,1003406105,5302326
"Q6","100m","v1_default","1","cold",978,100000000,2300000000,12801199
"Q6","100m","v1_default","1","warm",748,100000000,2300000000,11398100
"Q6","100m","v1_default","2","cold",720,100000000,2300000000,10958106
"Q6","100m","v1_default","2","warm",742,100000000,2300000000,11436917
"Q6","100m","v1_default","3","cold",780,100000000,2300000000,11947817
"Q6","100m","v1_default","3","warm",830,100000000,2300000000,12603166
"Q6","100m","v1_default","4","cold",771,100000000,2300000000,11969166
"Q6","100m","v1_default","4","warm",796,100000000,2300000000,12373092
"Q6","100m","v1_default","5","cold",685,100000000,2300000000,10573959
"Q6","100m","v1_default","5","warm",711,100000000,2300000000,10977963
"Q6","100m","v2_zstd","1","cold",1039,100000000,2300000000,14071033
"Q6","100m","v2_zstd","1","warm",847,100000000,2300000000,12973779
"Q6","100m","v2_zstd","2","cold",845,100000000,2300000000,12615138
"Q6","100m","v2_zstd","2","warm",851,100000000,2300000000,12700718
"Q6","100m","v2_zstd","3","cold",901,100000000,2300000000,12939115
"Q6","100m","v2_zstd","3","warm",855,100000000,2300000000,12661342
"Q6","100m","v2_zstd","4","cold",865,100000000,2300000000,12796605
"Q6","100m","v2_zstd","4","warm",819,100000000,2300000000,12290800
"Q6","100m","v2_zstd","5","cold",861,100000000,2300000000,12326305
"Q6","100m","v2_zstd","5","warm",842,100000000,2300000000,12085363
"Q6","100m","v3_percolumn","1","cold",1115,100000000,2300000000,15179904
"Q6","100m","v3_percolumn","1","warm",948,100000000,2300000000,13543192
"Q6","100m","v3_percolumn","2","cold",905,100000000,2300000000,13147353
"Q6","100m","v3_percolumn","2","warm",1010,100000000,2300000000,14230478
"Q6","100m","v3_percolumn","3","cold",1052,100000000,2300000000,14274704
"Q6","100m","v3_percolumn","3","warm",1049,100000000,2300000000,14474692
"Q6","100m","v3_percolumn","4","cold",969,100000000,2300000000,13929498
"Q6","100m","v3_percolumn","4","warm",959,100000000,2300000000,13869931
"Q6","100m","v3_percolumn","5","cold",970,100000000,2300000000,13905128
"Q6","100m","v3_percolumn","5","warm",950,100000000,2300000000,13749026
"Q6","100m","v4_percolumn_zstd","1","cold",1057,100000000,2300000000,14075093
"Q6","100m","v4_percolumn_zstd","1","warm",876,100000000,2300000000,12721718
"Q6","100m","v4_percolumn_zstd","2","cold",984,100000000,2300000000,14275845
"Q6","100m","v4_percolumn_zstd","2","warm",937,100000000,2300000000,13297043
"Q6","100m","v4_percolumn_zstd","3","cold",948,100000000,2300000000,13761761
"Q6","100m","v4_percolumn_zstd","3","warm",912,100000000,2300000000,13321450
"Q6","100m","v4_percolumn_zstd","4","cold",917,100000000,2300000000,13174262
"Q6","100m","v4_percolumn_zstd","4","warm",902,100000000,2300000000,13347321
"Q6","100m","v4_percolumn_zstd","5","cold",863,100000000,2300000000,12987173
"Q6","100m","v4_percolumn_zstd","5","warm",960,100000000,2300000000,13808803
"Q6","100m","v5_aggressive","1","cold",1122,100000000,2300000000,13998183
"Q6","100m","v5_aggressive","1","warm",992,100000000,2300000000,13547619
"Q6","100m","v5_aggressive","2","cold",900,100000000,2300000000,12275248
"Q6","100m","v5_aggressive","2","warm",1001,100000000,2300000000,13174971
"Q6","100m","v5_aggressive","3","cold",1076,100000000,2300000000,13948605
"Q6","100m","v5_aggressive","3","warm",1078,100000000,2300000000,13538475
"Q6","100m","v5_aggressive","4","cold",990,100000000,2300000000,13292420
"Q6","100m","v5_aggressive","4","warm",901,100000000,2300000000,11967012
"Q6","100m","v5_aggressive","5","cold",1008,100000000,2300000000,12843038
"Q6","100m","v5_aggressive","5","warm",1043,100000000,2300000000,13161239
"Q6","10m","v1_default","1","cold",151,10000000,230000000,1462964
"Q6","10m","v1_default","1","warm",103,10000000,230000000,1135886
"Q6","10m","v1_default","2","cold",93,10000000,230000000,1108283
"Q6","10m","v1_default","2","warm",95,10000000,230000000,1182795
"Q6","10m","v1_default","3","cold",107,10000000,230000000,1274709
"Q6","10m","v1_default","3","warm",91,10000000,230000000,1113878
"Q6","10m","v1_default","4","cold",100,10000000,230000000,1223470
"Q6","10m","v1_default","4","warm",105,10000000,230000000,1148319
"Q6","10m","v1_default","5","cold",102,10000000,230000000,1263536
"Q6","10m","v1_default","5","warm",96,10000000,230000000,1140595
"Q6","10m","v2_zstd","1","cold",135,10000000,230000000,1567359
"Q6","10m","v2_zstd","1","warm",111,10000000,230000000,1403323
"Q6","10m","v2_zstd","2","cold",113,10000000,230000000,1409391
"Q6","10m","v2_zstd","2","warm",107,10000000,230000000,1353613
"Q6","10m","v2_zstd","3","cold",106,10000000,230000000,1308371
"Q6","10m","v2_zstd","3","warm",121,10000000,230000000,1389725
"Q6","10m","v2_zstd","4","cold",109,10000000,230000000,1372644
"Q6","10m","v2_zstd","4","warm",109,10000000,230000000,1297388
"Q6","10m","v2_zstd","5","cold",107,10000000,230000000,1388306
"Q6","10m","v2_zstd","5","warm",114,10000000,230000000,1448512
"Q6","10m","v3_percolumn","1","cold",151,10000000,230000000,1705629
"Q6","10m","v3_percolumn","1","warm",119,10000000,230000000,1464062
"Q6","10m","v3_percolumn","2","cold",123,10000000,230000000,1576025
"Q6","10m","v3_percolumn","2","warm",126,10000000,230000000,1597219
"Q6","10m","v3_percolumn","3","cold",131,10000000,230000000,1624636
"Q6","10m","v3_percolumn","3","warm",127,10000000,230000000,1613563
"Q6","10m","v3_percolumn","4","cold",130,10000000,230000000,1580823
"Q6","10m","v3_percolumn","4","warm",119,10000000,230000000,1485464
"Q6","10m","v3_percolumn","5","cold",118,10000000,230000000,1510850
"Q6","10m","v3_percolumn","5","warm",120,10000000,230000000,1463594
"Q6","10m","v4_percolumn_zstd","1","cold",135,10000000,230000000,1549680
"Q6","10m","v4_percolumn_zstd","1","warm",116,10000000,230000000,1378186
"Q6","10m","v4_percolumn_zstd","2","cold",113,10000000,230000000,1394228
"Q6","10m","v4_percolumn_zstd","2","warm",130,10000000,230000000,1507290
"Q6","10m","v4_percolumn_zstd","3","cold",111,10000000,230000000,1388132
"Q6","10m","v4_percolumn_zstd","3","warm",121,10000000,230000000,1411058
"Q6","10m","v4_percolumn_zstd","4","cold",113,10000000,230000000,1418459
"Q6","10m","v4_percolumn_zstd","4","warm",108,10000000,230000000,1370814
"Q6","10m","v4_percolumn_zstd","5","cold",113,10000000,230000000,1479095
"Q6","10m","v4_percolumn_zstd","5","warm",117,10000000,230000000,1316414
"Q6","10m","v5_aggressive","1","cold",135,10000000,230000000,1544586
"Q6","10m","v5_aggressive","1","warm",109,10000000,230000000,1364354
"Q6","10m","v5_aggressive","2","cold",119,10000000,230000000,1390742
"Q6","10m","v5_aggressive","2","warm",108,10000000,230000000,1355695
"Q6","10m","v5_aggressive","3","cold",137,10000000,230000000,1585648
"Q6","10m","v5_aggressive","3","warm",133,10000000,230000000,1522213
"Q6","10m","v5_aggressive","4","cold",116,10000000,230000000,1364711
"Q6","10m","v5_aggressive","4","warm",125,10000000,230000000,1391822
"Q6","10m","v5_aggressive","5","cold",118,10000000,230000000,1440674
"Q6","10m","v5_aggressive","5","warm",121,10000000,230000000,1466115
"Q6","1m","v1_default","1","cold",36,1000000,23000000,198302
"Q6","1m","v1_default","1","warm",32,1000000,23000000,187947
"Q6","1m","v1_default","2","cold",62,1000000,23000000,213945
"Q6","1m","v1_default","2","warm",59,1000000,23000000,232001
"Q6","1m","v1_default","3","cold",33,1000000,23000000,196146
"Q6","1m","v1_default","3","warm",28,1000000,23000000,127342
"Q6","1m","v1_default","4","cold",36,1000000,23000000,179166
"Q6","1m","v1_default","4","warm",31,1000000,23000000,182003
"Q6","1m","v1_default","5","cold",29,1000000,23000000,179810
"Q6","1m","v1_default","5","warm",33,1000000,23000000,175669
"Q6","1m","v2_zstd","1","cold",37,1000000,23000000,210553
"Q6","1m","v2_zstd","1","warm",47,1000000,23000000,217950
"Q6","1m","v2_zstd","2","cold",39,1000000,23000000,225890
"Q6","1m","v2_zstd","2","warm",33,1000000,23000000,192509
"Q6","1m","v2_zstd","3","cold",21,1000000,23000000,157208
"Q6","1m","v2_zstd","3","warm",37,1000000,23000000,193961
"Q6","1m","v2_zstd","4","cold",37,1000000,23000000,197422
"Q6","1m","v2_zstd","4","warm",36,1000000,23000000,200856
"Q6","1m","v2_zstd","5","cold",44,1000000,23000000,199899
"Q6","1m","v2_zstd","5","warm",23,1000000,23000000,151865
"Q6","1m","v3_percolumn","1","cold",28,1000000,23000000,175371
"Q6","1m","v3_percolumn","1","warm",22,1000000,23000000,152154
"Q6","1m","v3_percolumn","2","cold",22,1000000,23000000,161576
"Q6","1m","v3_percolumn","2","warm",22,1000000,23000000,158931
"Q6","1m","v3_percolumn","3","cold",32,1000000,23000000,177940
"Q6","1m","v3_percolumn","3","warm",23,1000000,23000000,176765
"Q6","1m","v3_percolumn","4","cold",24,1000000,23000000,164667
"Q6","1m","v3_percolumn","4","warm",32,1000000,23000000,182954
"Q6","1m","v3_percolumn","5","cold",24,1000000,23000000,184757
"Q6","1m","v3_percolumn","5","warm",23,1000000,23000000,172293
"Q6","1m","v4_percolumn_zstd","1","cold",27,1000000,23000000,175458
"Q6","1m","v4_percolumn_zstd","1","warm",27,1000000,23000000,165757
"Q6","1m","v4_percolumn_zstd","2","cold",26,1000000,23000000,181625
"Q6","1m","v4_percolumn_zstd","2","warm",33,1000000,23000000,204282
"Q6","1m","v4_percolumn_zstd","3","cold",23,1000000,23000000,166939
"Q6","1m","v4_percolumn_zstd","3","warm",25,1000000,23000000,171851
"Q6","1m","v4_percolumn_zstd","4","cold",24,1000000,23000000,177796
"Q6","1m","v4_percolumn_zstd","4","warm",22,1000000,23000000,141731
"Q6","1m","v4_percolumn_zstd","5","cold",30,1000000,23000000,173272
"Q6","1m","v4_percolumn_zstd","5","warm",25,1000000,23000000,148725
"Q6","1m","v5_aggressive","1","cold",27,1000000,23000000,175215
"Q6","1m","v5_aggressive","1","warm",22,1000000,23000000,155921
"Q6","1m","v5_aggressive","2","cold",25,1000000,23000000,187386
"Q6","1m","v5_aggressive","2","warm",24,1000000,23000000,167590
"Q6","1m","v5_aggressive","3","cold",19,1000000,23000000,152858
"Q6","1m","v5_aggressive","3","warm",23,1000000,23000000,157297
"Q6","1m","v5_aggressive","4","cold",24,1000000,23000000,177335
"Q6","1m","v5_aggressive","4","warm",20,1000000,23000000,148563
"Q6","1m","v5_aggressive","5","cold",25,1000000,23000000,187344
"Q6","1m","v5_aggressive","5","warm",32,1000000,23000000,161642
"Q6","500m","v1_default","1","cold",5437,500000000,11500000000,64643439
"Q6","500m","v1_default","1","warm",3640,500000000,11500000000,51138478
"Q6","500m","v1_default","2","cold",3712,500000000,11500000000,52073325
"Q6","500m","v1_default","2","warm",3838,500000000,11500000000,53433334
"Q6","500m","v1_default","3","cold",3969,500000000,11500000000,55012045
"Q6","500m","v1_default","3","warm",3826,500000000,11500000000,52234709
"Q6","500m","v1_default","4","cold",4195,500000000,11500000000,56383542
"Q6","500m","v1_default","4","warm",4204,500000000,11500000000,53980932
"Q6","500m","v1_default","5","cold",4386,500000000,11500000000,55252361
"Q6","500m","v1_default","5","warm",3791,500000000,11500000000,52358727
"Q6","500m","v2_zstd","1","cold",5686,500000000,11500000000,69193642
"Q6","500m","v2_zstd","1","warm",4868,500000000,11500000000,61392878
"Q6","500m","v2_zstd","2","cold",4780,500000000,11500000000,63820680
"Q6","500m","v2_zstd","2","warm",4277,500000000,11500000000,60878680
"Q6","500m","v2_zstd","3","cold",4196,500000000,11500000000,61223446
"Q6","500m","v2_zstd","3","warm",4214,500000000,11500000000,62086090
"Q6","500m","v2_zstd","4","cold",4003,500000000,11500000000,59580429
"Q6","500m","v2_zstd","4","warm",4104,500000000,11500000000,60714849
"Q6","500m","v2_zstd","5","cold",4061,500000000,11500000000,60311961
"Q6","500m","v2_zstd","5","warm",4197,500000000,11500000000,61411882
"Q6","500m","v3_percolumn","1","cold",5376,500000000,11500000000,75997817
"Q6","500m","v3_percolumn","1","warm",4675,500000000,11500000000,68849074
"Q6","500m","v3_percolumn","2","cold",4762,500000000,11500000000,70439611
"Q6","500m","v3_percolumn","2","warm",4861,500000000,11500000000,71747128
"Q6","500m","v3_percolumn","3","cold",4616,500000000,11500000000,68020837
"Q6","500m","v3_percolumn","3","warm",4308,500000000,11500000000,65860791
"Q6","500m","v3_percolumn","4","cold",4278,500000000,11500000000,65442830
"Q6","500m","v3_percolumn","4","warm",4181,500000000,11500000000,63902294
"Q6","500m","v3_percolumn","5","cold",4822,500000000,11500000000,72532121
"Q6","500m","v3_percolumn","5","warm",4436,500000000,11500000000,67477118
"Q6","500m","v4_percolumn_zstd","1","cold",5079,500000000,11500000000,72468351
"Q6","500m","v4_percolumn_zstd","1","warm",4422,500000000,11500000000,65891816
"Q6","500m","v4_percolumn_zstd","2","cold",4196,500000000,11500000000,62993261
"Q6","500m","v4_percolumn_zstd","2","warm",4326,500000000,11500000000,64896975
"Q6","500m","v4_percolumn_zstd","3","cold",4494,500000000,11500000000,65475249
"Q6","500m","v4_percolumn_zstd","3","warm",4296,500000000,11500000000,62770477
"Q6","500m","v4_percolumn_zstd","4","cold",4412,500000000,11500000000,64426576
"Q6","500m","v4_percolumn_zstd","4","warm",4398,500000000,11500000000,64161696
"Q6","500m","v4_percolumn_zstd","5","cold",3981,500000000,11500000000,62240052
"Q6","500m","v4_percolumn_zstd","5","warm",4135,500000000,11500000000,64946880
"Q6","500m","v5_aggressive","1","cold",4601,500000000,11500000000,68973342
"Q6","500m","v5_aggressive","1","warm",4015,500000000,11500000000,62965513
"Q6","500m","v5_aggressive","2","cold",3911,500000000,11500000000,61295725
"Q6","500m","v5_aggressive","2","warm",3967,500000000,11500000000,61741055
"Q6","500m","v5_aggressive","3","cold",4098,500000000,11500000000,64615495
"Q6","500m","v5_aggressive","3","warm",3995,500000000,11500000000,62798537
"Q6","500m","v5_aggressive","4","cold",4067,500000000,11500000000,63650079
"Q6","500m","v5_aggressive","4","warm",3920,500000000,11500000000,61631254
