model,question_id,tier,run,score,error_type,error_msg,llm_sql,reference_sql,tokens_in,tokens_out,cost_usd,latency_ms
gpt-5.2,t6_07,6,2,1,Other Error,"Received exception from server (version 26.1.2):
Code: 42. DB::Exception: Received from localhost:9000. DB::Exception: Incorrect number of parameters for aggregate function with Resample suffix. (NUMB","SELECT
    countResample(21600)(
        toUInt8(1),
        toDateTime('1970-01-01 00:00:00', 'UTC') + toIntervalHour(toHour(timestamp))
    ) AS counts
FROM events;","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",405,878,0.007834,16506.1
gpt-5.2,t6_07,6,3,1,Other Error,"Received exception from server (version 26.1.2):
Code: 42. DB::Exception: Received from localhost:9000. DB::Exception: Incorrect number of parameters for aggregate function with Resample suffix. (NUMB","WITH toDateTime('2024-01-01 00:00:00', 'UTC') AS base
SELECT
    countResample(6 * 3600)(eid, bucket_time) AS counts
FROM
(
    SELECT
        toNullable(event_id) AS eid,
        base + toIntervalHour(intDiv(toHour(timestamp), 6) * 6) AS bucket_time
    FROM events
    UNION ALL
    SELECT CAST(NULL, 'Nullable(UInt64)') AS eid, base AS bucket_time
    UNION ALL
    SELECT CAST(NULL, 'Nullable(UInt64)') AS eid, base + toIntervalHour(18) AS bucket_time
)","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",405,1611,0.013698,29319.1
gpt-5.2,t6_08,6,1,3,,,"WITH daily AS
(
    SELECT
        toDate(timestamp) AS day,
        count() AS purchase_cnt
    FROM events
    WHERE event_type = 'purchase'
      AND timestamp >= toDateTime('2024-01-01 00:00:00', 'UTC')
      AND timestamp <  toDateTime('2024-02-01 00:00:00', 'UTC')
    GROUP BY day
),
calendar AS
(
    SELECT addDays(toDate('2024-01-01'), number) AS day
    FROM numbers(31)
),
filled AS
(
    SELECT
        c.day,
        ifNull(d.purchase_cnt, 0) AS purchase_cnt
    FROM calendar AS c
    ","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",389,191,0.002306,4642.2
gpt-5.2,t6_08,6,2,0,Syntax Error,"Code: 62. DB::Exception: Syntax error: failed at position 48 (ORDER) (line 2, col 41): ORDER BY day)) AS cumulative_daily_purchase_counts
FROM
(
    SELECT
        toDate(timestamp) AS day,
        co","SELECT
    arrayCumSum(groupArray(purchase_cnt ORDER BY day)) AS cumulative_daily_purchase_counts
FROM
(
    SELECT
        toDate(timestamp) AS day,
        count() AS purchase_cnt
    FROM events
    WHERE event_type = 'purchase'
      AND timestamp >= toDateTime('2024-01-01 00:00:00', 'UTC')
      AND timestamp <  toDateTime('2024-02-01 00:00:00', 'UTC')
    GROUP BY day
);","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",389,113,0.001682,2230.6
gpt-5.2,t6_08,6,3,0,Syntax Error,"Code: 62. DB::Exception: Syntax error: failed at position 388 (ORDER) (line 14, col 41): ORDER BY d)) AS cumulative_daily_purchase_counts
FROM daily;. Expected one of: token sequence, Dot, token, Comm","WITH
    daily AS
    (
        SELECT
            toDate(timestamp) AS d,
            count() AS purchase_cnt
        FROM events
        WHERE event_type = 'purchase'
          AND timestamp >= toDateTime64('2024-01-01 00:00:00', 3, 'UTC')
          AND timestamp <  toDateTime64('2024-02-01 00:00:00', 3, 'UTC')
        GROUP BY d
    )
SELECT
    arrayCumSum(groupArray(purchase_cnt ORDER BY d)) AS cumulative_daily_purchase_counts
FROM daily;","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",389,130,0.001818,3034.6
gpt-5.2,t6_09,6,1,3,,,"SELECT
    country,
    argMaxIf(page, timestamp, event_type = 'purchase') AS page
FROM events
GROUP BY country
ORDER BY country ASC;","SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC",387,38,0.001078,1346.1
gpt-5.2,t6_09,6,2,3,,,"SELECT
    country,
    argMaxIf(page, timestamp, event_type = 'purchase') AS page
FROM events
GROUP BY country
ORDER BY country ASC;","SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC",387,38,0.001078,1268.5
gpt-5.2,t6_09,6,3,3,,,"SELECT
    country,
    argMaxIf(page, timestamp, event_type = 'purchase') AS page
FROM events
GROUP BY country
ORDER BY country ASC;","SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC",387,38,0.001078,1611.6
gpt-5.2,t6_10,6,1,3,,,"SELECT countDistinct(key)
FROM events
ARRAY JOIN mapKeys(properties) AS key
WHERE event_type = 'purchase'
  AND timestamp >= toDateTime64('2024-03-01 00:00:00', 3, 'UTC')
  AND timestamp <  toDateTime64('2024-03-02 00:00:00', 3, 'UTC');",SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',388,85,0.001456,2212.2
gpt-5.2,t6_10,6,2,3,,,"SELECT countDistinct(key)
FROM
(
    SELECT arrayJoin(mapKeys(properties)) AS key
    FROM events
    WHERE event_type = 'purchase'
      AND timestamp >= toDateTime64('2024-03-01 00:00:00', 3, 'UTC')
      AND timestamp <  toDateTime64('2024-03-02 00:00:00', 3, 'UTC')
);",SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',388,93,0.00152,2192.1
gpt-5.2,t6_10,6,3,3,,,"SELECT countDistinct(key) AS distinct_property_keys
FROM
(
    SELECT mapKeys(properties) AS keys
    FROM events
    WHERE event_type = 'purchase'
      AND toDate(timestamp) = '2024-03-01'
)
ARRAY JOIN keys AS key;",SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',388,60,0.001256,2456.3
gpt-5.5,t6_01,6,1,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","SELECT
    countIf(funnel_level >= 1) AS users_l1,
    countIf(funnel_level >= 2) AS users_l2,
    countIf(funnel_level >= 3) AS users_l3
FROM
(
    SELECT
        user_id,
        windowFunnel(86400)(
            timestamp,
            event_type = 'pageview',
            event_type = 'click',
            event_type = 'purchase'
        ) AS funnel_level
    FROM events
    WHERE event_type IN ('pageview', 'click', 'purchase')
    GROUP BY user_id
);","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",420,379,0.01347,11433.7
gpt-5.5,t6_01,6,2,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","SELECT
    countIf(level >= 1) AS users_l1,
    countIf(level >= 2) AS users_l2,
    countIf(level >= 3) AS users_l3
FROM
(
    SELECT
        user_id,
        windowFunnel(86400)(
            timestamp,
            event_type = 'pageview',
            event_type = 'click',
            event_type = 'purchase'
        ) AS level
    FROM events
    WHERE event_type IN ('pageview', 'click', 'purchase')
    GROUP BY user_id
);","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",420,631,0.02103,11520.2
gpt-5.5,t6_01,6,3,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","SELECT
    countIf(funnel_level >= 1) AS users_l1,
    countIf(funnel_level >= 2) AS users_l2,
    countIf(funnel_level >= 3) AS users_l3
FROM
(
    SELECT
        user_id,
        windowFunnel(86400)(
            timestamp,
            event_type = 'pageview',
            event_type = 'click',
            event_type = 'purchase'
        ) AS funnel_level
    FROM events
    WHERE event_type IN ('pageview', 'click', 'purchase')
    GROUP BY user_id
);","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",420,1121,0.03573,18406.2
gpt-5.5,t6_02,6,1,3,,,"SELECT
    sum(r[1]) AS r1,
    sum(r[2]) AS r2,
    sum(r[3]) AS r3
FROM
(
    SELECT
        user_id,
        retention(
            toDate(timestamp) = toDate('2024-01-01'),
            toDate(timestamp) = toDate('2024-01-02'),
            toDate(timestamp) = toDate('2024-01-03')
        ) AS r
    FROM events
    WHERE timestamp >= toDateTime64('2024-01-01 00:00:00', 3, 'UTC')
      AND timestamp <  toDateTime64('2024-01-04 00:00:00', 3, 'UTC')
    GROUP BY user_id
)","SELECT countIf(r[1]) AS r1, countIf(r[2]) AS r2, countIf(r[3]) AS r3 FROM (SELECT user_id, retention(toDate(timestamp) = '2024-01-01', toDate(timestamp) = '2024-01-02', toDate(timestamp) = '2024-01-03') AS r FROM events GROUP BY user_id)",414,688,0.02271,9785.6
gpt-5.5,t6_02,6,2,3,,,"SELECT
    sum(r[1]) AS r1,
    sum(r[2]) AS r2,
    sum(r[3]) AS r3
FROM
(
    SELECT
        user_id,
        retention(
            toDate(timestamp) = toDate('2024-01-01'),
            toDate(timestamp) = toDate('2024-01-02'),
            toDate(timestamp) = toDate('2024-01-03')
        ) AS r
    FROM events
    WHERE timestamp >= toDateTime64('2024-01-01 00:00:00', 3, 'UTC')
      AND timestamp <  toDateTime64('2024-01-04 00:00:00', 3, 'UTC')
    GROUP BY user_id
);","SELECT countIf(r[1]) AS r1, countIf(r[2]) AS r2, countIf(r[3]) AS r3 FROM (SELECT user_id, retention(toDate(timestamp) = '2024-01-01', toDate(timestamp) = '2024-01-02', toDate(timestamp) = '2024-01-03') AS r FROM events GROUP BY user_id)",414,688,0.02271,9656.7
gpt-5.5,t6_02,6,3,3,,,"SELECT
    sum(r[1]) AS r1,
    sum(r[2]) AS r2,
    sum(r[3]) AS r3
FROM
(
    SELECT
        user_id,
        retention(
            toDate(timestamp) = toDate('2024-01-01'),
            toDate(timestamp) = toDate('2024-01-02'),
            toDate(timestamp) = toDate('2024-01-03')
        ) AS r
    FROM events
    WHERE timestamp >= toDateTime64('2024-01-01 00:00:00', 3, 'UTC')
      AND timestamp <  toDateTime64('2024-01-04 00:00:00', 3, 'UTC')
    GROUP BY user_id
)","SELECT countIf(r[1]) AS r1, countIf(r[2]) AS r2, countIf(r[3]) AS r3 FROM (SELECT user_id, retention(toDate(timestamp) = '2024-01-01', toDate(timestamp) = '2024-01-02', toDate(timestamp) = '2024-01-03') AS r FROM events GROUP BY user_id)",414,688,0.02271,12475.1
gpt-5.5,t6_03,6,1,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function sequenc","SELECT count()
FROM
(
    SELECT user_id
    FROM events
    WHERE event_type IN ('signup', 'purchase')
    GROUP BY user_id
    HAVING sequenceMatch('(?1)(?t<=60)(?2)')(
        timestamp,
        event_type = 'signup',
        event_type = 'purchase'
    )
)","SELECT count() FROM (SELECT user_id FROM events GROUP BY user_id HAVING sequenceMatch('(?1)(?t<=60)(?2)')(toDateTime(timestamp), event_type = 'signup', event_type = 'purchase'))",380,593,0.01969,10421.0
gpt-5.5,t6_03,6,2,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function sequenc","SELECT count()
FROM
(
    SELECT user_id
    FROM events
    WHERE event_type IN ('signup', 'purchase')
    GROUP BY user_id
    HAVING sequenceMatch('(?1)(?t<=60)(?2)')(timestamp, event_type = 'signup', event_type = 'purchase')
);","SELECT count() FROM (SELECT user_id FROM events GROUP BY user_id HAVING sequenceMatch('(?1)(?t<=60)(?2)')(toDateTime(timestamp), event_type = 'signup', event_type = 'purchase'))",380,587,0.01951,11175.7
gpt-5.5,t6_03,6,3,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function sequenc","SELECT count()
FROM
(
    SELECT user_id
    FROM events
    WHERE event_type IN ('signup', 'purchase')
    GROUP BY user_id
    HAVING sequenceMatch('(?1)(?t<=60)(?2)')(
        timestamp,
        event_type = 'signup',
        event_type = 'purchase'
    )
);","SELECT count() FROM (SELECT user_id FROM events GROUP BY user_id HAVING sequenceMatch('(?1)(?t<=60)(?2)')(toDateTime(timestamp), event_type = 'signup', event_type = 'purchase'))",380,1111,0.03523,18427.4
gpt-5.5,t6_04,6,1,3,,,"SELECT
    u.user_id,
    e.timestamp AS first_event_time
FROM
(
    SELECT user_id, created_at
    FROM users
    WHERE user_id BETWEEN 1 AND 20
    ORDER BY user_id, created_at
) AS u
ASOF LEFT JOIN
(
    SELECT user_id, timestamp
    FROM events
    WHERE user_id BETWEEN 1 AND 20
    ORDER BY user_id, timestamp
) AS e
ON u.user_id = e.user_id AND u.created_at <= e.timestamp
ORDER BY u.user_id ASC;","SELECT u.user_id AS user_id, e.timestamp AS first_event_time FROM users AS u ASOF JOIN events AS e ON u.user_id = e.user_id AND e.timestamp >= u.created_at WHERE u.user_id <= 20 ORDER BY u.user_id",396,639,0.02115,10095.4
gpt-5.5,t6_04,6,2,3,,,"SELECT
    u.user_id,
    e.timestamp AS first_event_time
FROM
(
    SELECT
        user_id,
        created_at
    FROM users
    WHERE user_id BETWEEN 1 AND 20
) AS u
ASOF LEFT JOIN
(
    SELECT
        user_id,
        timestamp
    FROM events
    WHERE user_id BETWEEN 1 AND 20
    ORDER BY
        user_id,
        timestamp
) AS e
ON u.user_id = e.user_id AND u.created_at <= e.timestamp
ORDER BY u.user_id ASC;","SELECT u.user_id AS user_id, e.timestamp AS first_event_time FROM users AS u ASOF JOIN events AS e ON u.user_id = e.user_id AND e.timestamp >= u.created_at WHERE u.user_id <= 20 ORDER BY u.user_id",396,639,0.02115,13140.4
gpt-5.5,t6_04,6,3,3,,,"SELECT
    u.user_id,
    e.timestamp AS first_event_time
FROM
(
    SELECT
        user_id,
        created_at
    FROM users
    WHERE user_id BETWEEN 1 AND 20
    ORDER BY user_id, created_at
) AS u
ASOF LEFT JOIN
(
    SELECT
        user_id,
        timestamp
    FROM events
    WHERE user_id BETWEEN 1 AND 20
    ORDER BY user_id, timestamp
) AS e
ON u.user_id = e.user_id AND u.created_at <= e.timestamp
ORDER BY u.user_id ASC;","SELECT u.user_id AS user_id, e.timestamp AS first_event_time FROM users AS u ASOF JOIN events AS e ON u.user_id = e.user_id AND e.timestamp >= u.created_at WHERE u.user_id <= 20 ORDER BY u.user_id",396,645,0.02133,11737.9
gpt-5.5,t6_05,6,1,3,,,"SELECT
    event_type,
    event_id,
    timestamp
FROM events
ORDER BY event_type ASC, timestamp DESC
LIMIT 2 BY event_type;","SELECT event_type, event_id, timestamp FROM events ORDER BY event_type ASC, timestamp DESC LIMIT 2 BY event_type",388,280,0.01034,4563.9
gpt-5.5,t6_05,6,2,3,,,"SELECT
    event_type,
    event_id,
    timestamp
FROM events
ORDER BY
    event_type ASC,
    timestamp DESC
LIMIT 2 BY event_type;","SELECT event_type, event_id, timestamp FROM events ORDER BY event_type ASC, timestamp DESC LIMIT 2 BY event_type",388,200,0.00794,4803.5
gpt-5.5,t6_05,6,3,3,,,"SELECT
    event_type,
    event_id,
    timestamp
FROM events
ORDER BY
    event_type ASC,
    timestamp DESC
LIMIT 2 BY event_type;","SELECT event_type, event_id, timestamp FROM events ORDER BY event_type ASC, timestamp DESC LIMIT 2 BY event_type",388,167,0.00695,3496.4
gpt-5.5,t6_06,6,1,3,,,"SELECT
    toDate(timestamp) AS day,
    sum(revenue_cents) AS revenue
FROM events
WHERE event_type = 'purchase'
  AND revenue_cents > 9950
  AND timestamp >= toDateTime64('2024-01-01 00:00:00', 3, 'UTC')
  AND timestamp < toDateTime64('2024-02-01 00:00:00', 3, 'UTC')
GROUP BY day
ORDER BY day ASC
WITH FILL
    FROM toDate('2024-01-01')
    TO toDate('2024-02-01')
    STEP INTERVAL 1 DAY
INTERPOLATE (revenue);","SELECT toDate(timestamp) AS day, sum(revenue_cents) AS revenue FROM events WHERE event_type = 'purchase' AND revenue_cents > 9950 AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY day ORDER BY day ASC WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') INTERPOLATE (revenue AS revenue)",424,1188,0.03776,17127.9
gpt-5.5,t6_06,6,2,3,,,"SELECT
    toDate(timestamp) AS day,
    sum(revenue_cents) AS revenue
FROM events
WHERE
    event_type = 'purchase'
    AND revenue_cents > 9950
    AND timestamp >= toDateTime64('2024-01-01 00:00:00', 3, 'UTC')
    AND timestamp < toDateTime64('2024-02-01 00:00:00', 3, 'UTC')
GROUP BY day
ORDER BY day ASC WITH FILL
    FROM toDate('2024-01-01')
    TO toDate('2024-02-01')
    STEP toIntervalDay(1)
    INTERPOLATE (revenue);","SELECT toDate(timestamp) AS day, sum(revenue_cents) AS revenue FROM events WHERE event_type = 'purchase' AND revenue_cents > 9950 AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY day ORDER BY day ASC WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') INTERPOLATE (revenue AS revenue)",424,1190,0.03782,17354.0
gpt-5.5,t6_06,6,3,3,,,"SELECT
    day,
    revenue
FROM
(
    SELECT
        toDate(timestamp) AS day,
        sum(revenue_cents) AS revenue
    FROM events
    WHERE event_type = 'purchase'
      AND revenue_cents > 9950
      AND timestamp >= toDateTime64('2024-01-01 00:00:00', 3, 'UTC')
      AND timestamp < toDateTime64('2024-02-01 00:00:00', 3, 'UTC')
    GROUP BY day
    ORDER BY day ASC
    WITH FILL
        FROM toDate('2024-01-01')
        TO toDate('2024-02-01')
        STEP INTERVAL 1 DAY
        INTERPOLAT","SELECT toDate(timestamp) AS day, sum(revenue_cents) AS revenue FROM events WHERE event_type = 'purchase' AND revenue_cents > 9950 AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY day ORDER BY day ASC WITH FILL FROM toDate('2024-01-01') TO toDate('2024-02-01') INTERPOLATE (revenue AS revenue)",424,1225,0.03887,19343.2
gpt-5.5,t6_07,6,1,3,,,"SELECT countResample(0, 24, 6)(toHour(timestamp)) AS counts
FROM events;","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",405,366,0.013005,7701.7
gpt-5.5,t6_07,6,2,3,,,"SELECT countResample(0, 24, 6)(toHour(timestamp)) AS counts
FROM events;","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",405,545,0.018375,10773.3
gpt-5.5,t6_07,6,3,3,,,"SELECT countResample(0, 24, 6)(toHour(timestamp)) AS counts
FROM events;","SELECT countResample(0, 24, 6)(toHour(timestamp)) AS buckets FROM events",405,278,0.010365,7766.2
gpt-5.5,t6_08,6,1,1,Other Error,"Received exception from server (version 26.1.2):
Code: 206. DB::Exception: Received from localhost:9000. DB::Exception: JOIN  LEFT JOIN ... ON (toDate(e.timestamp) = day) AND (e.event_type = 'purchase","WITH toDate('2024-01-01') AS start_date
SELECT arrayCumSum(arrayMap(x -> x.2, arraySort(x -> x.1, groupArray((day, cnt))))) AS cumulative_purchase_counts
FROM
(
    SELECT
        addDays(start_date, number) AS day,
        count(e.event_id) AS cnt
    FROM numbers(31)
    LEFT JOIN events AS e
        ON toDate(e.timestamp) = day
        AND e.event_type = 'purchase'
        AND e.timestamp >= toDateTime64('2024-01-01 00:00:00', 3, 'UTC')
        AND e.timestamp < toDateTime64('2024-02-01 00:00","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",389,692,0.022705,10151.8
gpt-5.5,t6_08,6,2,0,Syntax Error,"Code: 62. DB::Exception: Syntax error: failed at position 117 (ORDER) (line 4, col 35): ORDER BY day)) AS cumulative_purchase_counts
FROM
(
    SELECT
        d.day,
        ifNull(c.cnt, 0) AS cnt
  ","WITH
    toDate('2024-01-01') AS start_date,
    toDate('2024-02-01') AS end_date
SELECT arrayCumSum(groupArray(cnt ORDER BY day)) AS cumulative_purchase_counts
FROM
(
    SELECT
        d.day,
        ifNull(c.cnt, 0) AS cnt
    FROM
    (
        SELECT start_date + number AS day
        FROM numbers(dateDiff('day', start_date, end_date))
    ) AS d
    LEFT JOIN
    (
        SELECT
            toDate(timestamp) AS day,
            count() AS cnt
        FROM events
        WHERE event_type =","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",389,731,0.023875,15970.2
gpt-5.5,t6_08,6,3,0,Syntax Error,"Code: 62. DB::Exception: Syntax error: failed at position 35 (ORDER) (line 1, col 35): ORDER BY day)) AS cumulative_purchase_counts
FROM
(
    SELECT
        day,
        countIf(e.event_type = 'purch","SELECT arrayCumSum(groupArray(cnt ORDER BY day)) AS cumulative_purchase_counts
FROM
(
    SELECT
        day,
        countIf(e.event_type = 'purchase') AS cnt
    FROM
    (
        SELECT toDate('2024-01-01') + toUInt32(number) AS day
        FROM numbers(31)
    ) AS d
    LEFT JOIN
    (
        SELECT
            toDate(timestamp) AS day,
            event_type
        FROM events
        WHERE timestamp >= toDateTime64('2024-01-01 00:00:00', 3, 'UTC')
          AND timestamp <  toDateTime6","SELECT arrayCumSum(groupArray(c)) AS cumulative FROM (SELECT toDate(timestamp) AS d, count() AS c FROM events WHERE event_type = 'purchase' AND toDate(timestamp) BETWEEN '2024-01-01' AND '2024-01-31' GROUP BY d ORDER BY d ASC)",389,701,0.022975,10248.6
gpt-5.5,t6_09,6,1,3,,,"SELECT
    country,
    argMaxIf(page, timestamp, event_type = 'purchase') AS page
FROM events
GROUP BY country
HAVING countIf(event_type = 'purchase') > 0
ORDER BY country ASC;","SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC",387,295,0.010785,5122.8
gpt-5.5,t6_09,6,2,3,,,"SELECT
    country,
    argMaxIf(page, timestamp, event_type = 'purchase') AS page
FROM events
GROUP BY country
HAVING countIf(event_type = 'purchase') > 0
ORDER BY country ASC;","SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC",387,467,0.015945,7866.3
gpt-5.5,t6_09,6,3,3,,,"SELECT
    country,
    argMaxIf(page, timestamp, event_type = 'purchase') AS page
FROM events
GROUP BY country
HAVING countIf(event_type = 'purchase') > 0
ORDER BY country ASC;","SELECT country, argMaxIf(page, timestamp, event_type = 'purchase') AS page FROM events GROUP BY country ORDER BY country ASC",387,192,0.007695,3762.6
gpt-5.5,t6_10,6,1,3,,,"SELECT uniqExact(property_key)
FROM events
ARRAY JOIN mapKeys(properties) AS property_key
WHERE event_type = 'purchase'
  AND timestamp >= toDateTime64('2024-03-01 00:00:00', 3, 'UTC')
  AND timestamp <  toDateTime64('2024-03-02 00:00:00', 3, 'UTC');",SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',388,318,0.01148,7906.7
gpt-5.5,t6_10,6,2,3,,,"SELECT count(DISTINCT key)
FROM events
ARRAY JOIN mapKeys(properties) AS key
WHERE event_type = 'purchase'
  AND timestamp >= toDateTime64('2024-03-01 00:00:00', 3, 'UTC')
  AND timestamp < toDateTime64('2024-03-02 00:00:00', 3, 'UTC');",SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',388,234,0.00896,5204.9
gpt-5.5,t6_10,6,3,3,,,"SELECT countDistinct(prop_key)
FROM events
ARRAY JOIN mapKeys(properties) AS prop_key
WHERE event_type = 'purchase'
  AND timestamp >= toDateTime64('2024-03-01 00:00:00', 3, 'UTC')
  AND timestamp <  toDateTime64('2024-03-02 00:00:00', 3, 'UTC');",SELECT uniqExact(k) FROM events ARRAY JOIN mapKeys(properties) AS k WHERE event_type = 'purchase' AND toDate(timestamp) = '2024-03-01',388,223,0.00863,4720.7
gpt-5.6-luna-pro,t6_01,6,1,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","SELECT
    countIf(funnel_level >= 1) AS users_l1,
    countIf(funnel_level >= 2) AS users_l2,
    countIf(funnel_level >= 3) AS users_l3
FROM
(
    SELECT
        user_id,
        windowFunnel(86400)(
            timestamp,
            event_type = 'pageview',
            event_type = 'click',
            event_type = 'purchase'
        ) AS funnel_level
    FROM events
    GROUP BY user_id
);","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",4312,1226,0.0011668000000000002,7156.4
gpt-5.6-luna-pro,t6_01,6,2,1,Other Error,"Received exception from server (version 26.1.2):
Code: 43. DB::Exception: Received from localhost:9000. DB::Exception: Illegal type DateTime64(3, 'UTC') of first argument of aggregate function windowF","SELECT
    countIf(funnel_level >= 1) AS users_l1,
    countIf(funnel_level >= 2) AS users_l2,
    countIf(funnel_level >= 3) AS users_l3
FROM
(
    SELECT
        user_id,
        windowFunnel(86400)(
            timestamp,
            event_type = 'pageview',
            event_type = 'click',
            event_type = 'purchase'
        ) AS funnel_level
    FROM events
    WHERE event_type IN ('pageview', 'click', 'purchase')
    GROUP BY user_id
);","SELECT countIf(lvl >= 1) AS users_l1, countIf(lvl >= 2) AS users_l2, countIf(lvl >= 3) AS users_l3 FROM (SELECT user_id, windowFunnel(86400)(toDateTime(timestamp), event_type = 'pageview', event_type = 'click', event_type = 'purchase') AS lvl FROM events GROUP BY user_id)",4389,1769,0.0015003,12051.3
